User_ID,Stage_Order,Stage_Name,Stage_Date,ID_Date,Avg_Feature_A_Usage,Avg_Feature_B_Usage,Avg_Feature_C_Usage
272,1,Page View,2025-01-10,20250110,69.75,57.18,23.36
272,2,CTA Click,2025-01-14,20250114,69.75,57.18,23.36
273,1,Page View,2025-03-29,20250329,77.55,4.36,74.47
273,2,CTA Click,2025-04-06,20250406,77.55,4.36,74.47
274,1,Page View,2025-03-26,20250326,70.52,81.14,38.61
275,1,Page View,2025-03-19,20250319,66.37,82.07,98.08
276,1,Page View,2025-03-20,20250320,49.53,3.7,50.23
277,1,Page View,2025-01-13,20250113,59.02,86.97,87.42
278,1,Page View,2025-03-30,20250330,44.03,52.6,45.69
278,2,CTA Click,2025-04-06,20250406,44.03,52.6,45.69
279,1,Page View,2025-02-09,20250209,72.24,41.0,65.48
279,2,CTA Click,2025-02-12,20250212,72.24,41.0,65.48
279,3,Signup,2025-02-13,20250213,72.24,41.0,65.48
280,1,Page View,2025-01-01,20250101,15.44,46.95,96.92
281,1,Page View,2025-03-20,20250320,33.86,69.27,64.98
282,1,Page View,2025-01-16,20250116,85.18,85.23,85.93
283,1,Page View,2025-01-26,20250126,38.0,31.67,71.87
284,1,Page View,2025-02-05,20250205,75.94,87.24,3.59
285,1,Page View,2025-02-08,20250208,6.84,63.12,92.09
285,2,CTA Click,2025-02-15,20250215,6.84,63.12,92.09
285,3,Signup,2025-02-20,20250220,6.84,63.12,92.09
285,4,First Data Connection,2025-02-28,20250228,6.84,63.12,92.09
285,5,First Dashboard Created,2025-03-04,20250304,6.84,63.12,92.09
285,6,Features Engagement,2025-03-08,20250308,6.84,63.12,92.09
285,7,Paid Conversion,2025-03-14,20250314,6.84,63.12,92.09
286,1,Page View,2025-03-17,20250317,99.74,74.68,43.4
287,1,Page View,2025-03-25,20250325,9.84,63.37,87.26
287,2,CTA Click,2025-04-01,20250401,9.84,63.37,87.26
288,1,Page View,2025-03-09,20250309,44.37,69.4,90.34
289,1,Page View,2025-02-08,20250208,4.6,79.61,29.34
290,1,Page View,2025-03-01,20250301,37.48,14.56,53.12
290,2,CTA Click,2025-03-07,20250307,37.48,14.56,53.12
291,1,Page View,2025-01-01,20250101,56.59,79.25,17.0
291,2,CTA Click,2025-01-08,20250108,56.59,79.25,17.0
291,3,Signup,2025-01-15,20250115,56.59,79.25,17.0
291,4,First Data Connection,2025-01-20,20250120,56.59,79.25,17.0
291,5,First Dashboard Created,2025-01-24,20250124,56.59,79.25,17.0
291,6,Features Engagement,2025-01-26,20250126,56.59,79.25,17.0
292,1,Page View,2025-01-04,20250104,7.9,87.08,61.97
293,1,Page View,2025-02-08,20250208,24.08,91.28,14.31
293,2,CTA Click,2025-02-14,20250214,24.08,91.28,14.31
293,3,Signup,2025-02-20,20250220,24.08,91.28,14.31
293,4,First Data Connection,2025-02-27,20250227,24.08,91.28,14.31
294,1,Page View,2025-02-12,20250212,46.11,25.4,25.53
295,1,Page View,2025-03-20,20250320,0.94,80.46,90.12
295,2,CTA Click,2025-03-25,20250325,0.94,80.46,90.12
295,3,Signup,2025-03-27,20250327,0.94,80.46,90.12
296,1,Page View,2025-03-09,20250309,67.76,15.8,44.17
297,1,Page View,2025-01-04,20250104,34.56,58.76,63.89
298,1,Page View,2025-01-16,20250116,42.43,25.01,84.53
299,1,Page View,2025-02-04,20250204,19.92,38.47,48.32
299,2,CTA Click,2025-02-10,20250210,19.92,38.47,48.32
300,1,Page View,2025-01-02,20250102,23.72,57.19,57.48
301,1,Page View,2025-02-23,20250223,99.27,29.52,97.79
301,2,CTA Click,2025-02-27,20250227,99.27,29.52,97.79
301,3,Signup,2025-03-04,20250304,99.27,29.52,97.79
301,4,First Data Connection,2025-03-08,20250308,99.27,29.52,97.79
302,1,Page View,2025-02-14,20250214,65.82,27.45,56.59
302,2,CTA Click,2025-02-19,20250219,65.82,27.45,56.59
302,3,Signup,2025-02-20,20250220,65.82,27.45,56.59
302,4,First Data Connection,2025-02-23,20250223,65.82,27.45,56.59
302,5,First Dashboard Created,2025-02-28,20250228,65.82,27.45,56.59
302,6,Features Engagement,2025-03-05,20250305,65.82,27.45,56.59
303,1,Page View,2025-01-12,20250112,68.58,74.47,4.9
304,1,Page View,2025-03-27,20250327,60.64,49.67,90.42
304,2,CTA Click,2025-04-01,20250401,60.64,49.67,90.42
304,3,Signup,2025-04-05,20250405,60.64,49.67,90.42
304,4,First Data Connection,2025-04-10,20250410,60.64,49.67,90.42
304,5,First Dashboard Created,2025-04-14,20250414,60.64,49.67,90.42
304,6,Features Engagement,2025-04-22,20250422,60.64,49.67,90.42
305,1,Page View,2025-03-29,20250329,28.62,79.89,60.71
306,1,Page View,2025-01-26,20250126,35.23,63.66,62.09
307,1,Page View,2025-01-22,20250122,67.78,72.09,65.92
308,1,Page View,2025-02-10,20250210,83.83,62.82,90.34
308,2,CTA Click,2025-02-13,20250213,83.83,62.82,90.34
309,1,Page View,2025-01-26,20250126,64.63,30.89,44.08
309,2,CTA Click,2025-01-29,20250129,64.63,30.89,44.08
310,1,Page View,2025-03-21,20250321,57.96,73.24,9.01
311,1,Page View,2025-01-18,20250118,29.51,74.75,17.56
312,1,Page View,2025-03-28,20250328,13.22,53.94,97.15
313,1,Page View,2025-03-14,20250314,53.09,91.35,83.05
314,1,Page View,2025-01-20,20250120,25.7,82.47,48.18
315,1,Page View,2025-01-21,20250121,80.65,74.66,33.87
315,2,CTA Click,2025-01-23,20250123,80.65,74.66,33.87
315,3,Signup,2025-01-30,20250130,80.65,74.66,33.87
316,1,Page View,2025-03-17,20250317,11.52,96.29,14.08
317,1,Page View,2025-03-07,20250307,96.65,86.01,72.42
317,2,CTA Click,2025-03-14,20250314,96.65,86.01,72.42
317,3,Signup,2025-03-19,20250319,96.65,86.01,72.42
317,4,First Data Connection,2025-03-27,20250327,96.65,86.01,72.42
318,1,Page View,2025-01-31,20250131,97.99,96.73,80.46
319,1,Page View,2025-02-17,20250217,36.58,79.07,1.39
319,2,CTA Click,2025-02-20,20250220,36.58,79.07,1.39
319,3,Signup,2025-02-24,20250224,36.58,79.07,1.39
320,1,Page View,2025-02-21,20250221,53.66,45.48,67.28
321,1,Page View,2025-02-22,20250222,67.23,58.46,82.24
322,1,Page View,2025-03-25,20250325,94.03,10.83,23.38
323,1,Page View,2025-01-12,20250112,2.5,88.42,56.14
324,1,Page View,2025-03-08,20250308,91.53,22.14,6.32
325,1,Page View,2025-02-06,20250206,82.39,90.94,30.22
326,1,Page View,2025-03-01,20250301,40.83,13.98,94.63
327,1,Page View,2025-01-26,20250126,30.44,49.26,9.72
328,1,Page View,2025-03-01,20250301,88.73,13.57,45.36
329,1,Page View,2025-02-11,20250211,67.05,74.31,94.6
330,1,Page View,2025-02-06,20250206,41.91,74.23,15.45
330,2,CTA Click,2025-02-09,20250209,41.91,74.23,15.45
331,1,Page View,2025-01-13,20250113,41.49,9.9,48.93
332,1,Page View,2025-03-11,20250311,40.81,95.15,3.27
332,2,CTA Click,2025-03-15,20250315,40.81,95.15,3.27
333,1,Page View,2025-01-20,20250120,37.05,44.34,95.06
333,2,CTA Click,2025-01-22,20250122,37.05,44.34,95.06
333,3,Signup,2025-01-26,20250126,37.05,44.34,95.06
334,1,Page View,2025-03-28,20250328,85.55,9.94,68.57
335,1,Page View,2025-03-11,20250311,54.45,97.78,35.87
336,1,Page View,2025-02-24,20250224,39.81,18.98,12.22
337,1,Page View,2025-01-10,20250110,84.8,45.47,66.28
338,1,Page View,2025-03-21,20250321,64.17,59.71,2.14
339,1,Page View,2025-01-10,20250110,78.68,24.36,12.59
339,2,CTA Click,2025-01-14,20250114,78.68,24.36,12.59
340,1,Page View,2025-02-24,20250224,56.46,6.86,76.52
341,1,Page View,2025-02-09,20250209,20.72,21.6,86.97
342,1,Page View,2025-02-28,20250228,32.86,14.76,90.05
342,2,CTA Click,2025-03-03,20250303,32.86,14.76,90.05
342,3,Signup,2025-03-09,20250309,32.86,14.76,90.05
343,1,Page View,2025-03-17,20250317,0.28,85.84,14.47
344,1,Page View,2025-02-19,20250219,13.0,25.07,17.45
345,1,Page View,2025-02-06,20250206,66.11,2.58,1.49
345,2,CTA Click,2025-02-12,20250212,66.11,2.58,1.49
345,3,Signup,2025-02-17,20250217,66.11,2.58,1.49
346,1,Page View,2025-02-02,20250202,79.0,23.79,32.38
347,1,Page View,2025-02-09,20250209,17.42,5.24,74.17
348,1,Page View,2025-02-03,20250203,52.61,74.57,47.62
349,1,Page View,2025-01-29,20250129,77.8,51.32,10.91
350,1,Page View,2025-02-08,20250208,50.38,94.54,4.34
351,1,Page View,2025-02-05,20250205,78.32,86.7,52.15
351,2,CTA Click,2025-02-12,20250212,78.32,86.7,52.15
352,1,Page View,2025-01-18,20250118,45.8,96.4,6.08
353,1,Page View,2025-01-23,20250123,47.9,40.16,68.61
354,1,Page View,2025-03-10,20250310,49.03,90.97,7.35
354,2,CTA Click,2025-03-16,20250316,49.03,90.97,7.35
354,3,Signup,2025-03-18,20250318,49.03,90.97,7.35
354,4,First Data Connection,2025-03-22,20250322,49.03,90.97,7.35
354,5,First Dashboard Created,2025-03-23,20250323,49.03,90.97,7.35
355,1,Page View,2025-03-16,20250316,8.08,60.83,6.57
356,1,Page View,2025-01-09,20250109,27.5,63.31,54.84
356,2,CTA Click,2025-01-10,20250110,27.5,63.31,54.84
357,1,Page View,2025-03-27,20250327,32.52,99.46,53.06
358,1,Page View,2025-03-13,20250313,45.37,60.54,9.92
359,1,Page View,2025-01-13,20250113,70.18,85.28,65.09
360,1,Page View,2025-03-06,20250306,76.9,72.08,21.5
361,1,Page View,2025-02-15,20250215,45.16,22.85,33.89
361,2,CTA Click,2025-02-23,20250223,45.16,22.85,33.89
361,3,Signup,2025-02-27,20250227,45.16,22.85,33.89
362,1,Page View,2025-03-09,20250309,45.35,41.6,9.51
362,2,CTA Click,2025-03-15,20250315,45.35,41.6,9.51
362,3,Signup,2025-03-20,20250320,45.35,41.6,9.51
362,4,First Data Connection,2025-03-25,20250325,45.35,41.6,9.51
362,5,First Dashboard Created,2025-04-01,20250401,45.35,41.6,9.51
362,6,Features Engagement,2025-04-07,20250407,45.35,41.6,9.51
363,1,Page View,2025-01-31,20250131,42.68,66.51,37.43
364,1,Page View,2025-03-20,20250320,15.26,92.3,6.71
365,1,Page View,2025-02-10,20250210,83.18,9.32,9.66
366,1,Page View,2025-01-01,20250101,73.88,81.18,55.64
367,1,Page View,2025-02-15,20250215,58.65,56.16,32.96
368,1,Page View,2025-02-17,20250217,12.22,35.36,66.53
369,1,Page View,2025-03-16,20250316,75.03,86.81,72.11
370,1,Page View,2025-03-19,20250319,96.84,60.04,35.16
371,1,Page View,2025-02-09,20250209,57.79,21.27,65.67
372,1,Page View,2025-01-16,20250116,22.42,10.82,84.54
373,1,Page View,2025-02-06,20250206,36.76,76.26,57.41
374,1,Page View,2025-03-02,20250302,80.72,84.52,97.45
375,1,Page View,2025-03-30,20250330,81.84,61.36,64.27
375,2,CTA Click,2025-04-04,20250404,81.84,61.36,64.27
376,1,Page View,2025-03-20,20250320,2.63,92.91,82.95
376,2,CTA Click,2025-03-24,20250324,2.63,92.91,82.95
377,1,Page View,2025-01-29,20250129,26.74,18.04,70.27
378,1,Page View,2025-02-13,20250213,30.9,33.98,0.61
379,1,Page View,2025-02-01,20250201,86.99,56.63,40.08
380,1,Page View,2025-02-21,20250221,14.19,63.32,3.07
381,1,Page View,2025-01-28,20250128,74.61,21.51,41.98
381,2,CTA Click,2025-01-31,20250131,74.61,21.51,41.98
381,3,Signup,2025-02-07,20250207,74.61,21.51,41.98
381,4,First Data Connection,2025-02-13,20250213,74.61,21.51,41.98
381,5,First Dashboard Created,2025-02-15,20250215,74.61,21.51,41.98
381,6,Features Engagement,2025-02-17,20250217,74.61,21.51,41.98
382,1,Page View,2025-01-31,20250131,34.09,37.01,72.16
383,1,Page View,2025-02-15,20250215,77.68,56.76,8.5
383,2,CTA Click,2025-02-21,20250221,77.68,56.76,8.5
383,3,Signup,2025-02-24,20250224,77.68,56.76,8.5
383,4,First Data Connection,2025-03-03,20250303,77.68,56.76,8.5
383,5,First Dashboard Created,2025-03-04,20250304,77.68,56.76,8.5
383,6,Features Engagement,2025-03-12,20250312,77.68,56.76,8.5
383,7,Paid Conversion,2025-03-14,20250314,77.68,56.76,8.5
384,1,Page View,2025-03-23,20250323,5.26,15.74,61.78
385,1,Page View,2025-01-12,20250112,67.4,27.21,66.19
385,2,CTA Click,2025-01-20,20250120,67.4,27.21,66.19
386,1,Page View,2025-01-04,20250104,48.57,44.2,27.32
387,1,Page View,2025-01-10,20250110,75.49,11.38,42.99
387,2,CTA Click,2025-01-15,20250115,75.49,11.38,42.99
388,1,Page View,2025-01-31,20250131,28.32,67.85,48.66
389,1,Page View,2025-01-05,20250105,66.71,4.54,39.53
390,1,Page View,2025-01-25,20250125,59.93,0.77,30.14
391,1,Page View,2025-02-04,20250204,21.12,13.72,25.55
392,1,Page View,2025-01-23,20250123,32.81,0.77,74.7
392,2,CTA Click,2025-01-30,20250130,32.81,0.77,74.7
392,3,Signup,2025-02-02,20250202,32.81,0.77,74.7
392,4,First Data Connection,2025-02-05,20250205,32.81,0.77,74.7
392,5,First Dashboard Created,2025-02-10,20250210,32.81,0.77,74.7
392,6,Features Engagement,2025-02-14,20250214,32.81,0.77,74.7
393,1,Page View,2025-03-09,20250309,17.57,38.02,70.37
394,1,Page View,2025-03-16,20250316,50.03,83.34,80.62
395,1,Page View,2025-01-09,20250109,7.21,86.18,4.23
396,1,Page View,2025-03-15,20250315,1.87,92.12,86.21
397,1,Page View,2025-03-04,20250304,57.58,57.34,70.95
398,1,Page View,2025-01-13,20250113,41.77,11.52,2.09
398,2,CTA Click,2025-01-17,20250117,41.77,11.52,2.09
399,1,Page View,2025-03-15,20250315,32.48,80.13,61.81
399,2,CTA Click,2025-03-19,20250319,32.48,80.13,61.81
400,1,Page View,2025-02-06,20250206,83.2,91.98,8.81
401,1,Page View,2025-01-04,20250104,84.45,24.33,58.89
402,1,Page View,2025-02-22,20250222,52.4,39.58,31.03
403,1,Page View,2025-01-19,20250119,33.95,33.31,16.81
404,1,Page View,2025-02-15,20250215,51.05,11.4,51.0
405,1,Page View,2025-02-23,20250223,90.59,34.94,72.74
405,2,CTA Click,2025-02-25,20250225,90.59,34.94,72.74
405,3,Signup,2025-03-03,20250303,90.59,34.94,72.74
405,4,First Data Connection,2025-03-07,20250307,90.59,34.94,72.74
406,1,Page View,2025-02-14,20250214,81.89,81.5,23.63
407,1,Page View,2025-03-13,20250313,14.64,19.73,60.24
408,1,Page View,2025-02-05,20250205,76.02,65.55,17.71
409,1,Page View,2025-03-12,20250312,77.28,49.41,75.44
410,1,Page View,2025-03-21,20250321,75.99,44.89,92.42
410,2,CTA Click,2025-03-25,20250325,75.99,44.89,92.42
410,3,Signup,2025-03-31,20250331,75.99,44.89,92.42
410,4,First Data Connection,2025-04-08,20250408,75.99,44.89,92.42
410,5,First Dashboard Created,2025-04-11,20250411,75.99,44.89,92.42
410,6,Features Engagement,2025-04-14,20250414,75.99,44.89,92.42
411,1,Page View,2025-01-10,20250110,56.45,63.53,62.45
412,1,Page View,2025-03-23,20250323,86.42,62.72,15.1
413,1,Page View,2025-01-20,20250120,6.83,44.22,30.28
413,2,CTA Click,2025-01-22,20250122,6.83,44.22,30.28
413,3,Signup,2025-01-24,20250124,6.83,44.22,30.28
414,1,Page View,2025-02-07,20250207,27.47,5.62,50.73
415,1,Page View,2025-03-10,20250310,31.04,45.19,5.69
416,1,Page View,2025-01-22,20250122,83.17,7.67,86.43
417,1,Page View,2025-03-31,20250331,85.53,61.5,50.71
418,1,Page View,2025-03-28,20250328,46.27,55.43,79.18
419,1,Page View,2025-03-04,20250304,89.59,44.97,80.98
420,1,Page View,2025-03-28,20250328,65.18,32.15,47.56
421,1,Page View,2025-01-06,20250106,15.09,6.19,10.35
421,2,CTA Click,2025-01-14,20250114,15.09,6.19,10.35
422,1,Page View,2025-01-07,20250107,89.91,34.34,71.43
423,1,Page View,2025-01-21,20250121,50.45,17.26,24.77
424,1,Page View,2025-01-23,20250123,43.78,43.94,52.27
425,1,Page View,2025-02-21,20250221,15.87,37.29,28.29
426,1,Page View,2025-01-18,20250118,40.88,33.84,59.79
427,1,Page View,2025-01-11,20250111,78.92,64.73,6.59
428,1,Page View,2025-03-07,20250307,9.45,67.84,28.41
429,1,Page View,2025-01-17,20250117,72.37,65.66,90.63
429,2,CTA Click,2025-01-24,20250124,72.37,65.66,90.63
429,3,Signup,2025-01-30,20250130,72.37,65.66,90.63
430,1,Page View,2025-02-21,20250221,87.33,33.34,58.27
431,1,Page View,2025-03-29,20250329,14.14,34.98,96.77
431,2,CTA Click,2025-04-02,20250402,14.14,34.98,96.77
431,3,Signup,2025-04-06,20250406,14.14,34.98,96.77
431,4,First Data Connection,2025-04-10,20250410,14.14,34.98,96.77
432,1,Page View,2025-02-24,20250224,69.85,39.2,59.5
433,1,Page View,2025-02-23,20250223,93.8,30.96,37.67
434,1,Page View,2025-02-13,20250213,79.17,81.32,67.01
435,1,Page View,2025-01-04,20250104,82.9,73.88,68.54
436,1,Page View,2025-01-14,20250114,52.64,64.6,42.34
437,1,Page View,2025-01-22,20250122,36.18,36.26,18.03
438,1,Page View,2025-03-21,20250321,21.42,94.77,48.63
439,1,Page View,2025-02-19,20250219,22.65,13.76,7.72
439,2,CTA Click,2025-02-25,20250225,22.65,13.76,7.72
439,3,Signup,2025-03-02,20250302,22.65,13.76,7.72
439,4,First Data Connection,2025-03-03,20250303,22.65,13.76,7.72
440,1,Page View,2025-01-26,20250126,84.44,10.11,77.09
441,1,Page View,2025-01-25,20250125,83.51,88.37,3.77
442,1,Page View,2025-02-08,20250208,33.68,76.63,13.1
443,1,Page View,2025-03-12,20250312,37.67,16.22,83.13
443,2,CTA Click,2025-03-15,20250315,37.67,16.22,83.13
444,1,Page View,2025-03-08,20250308,77.11,80.9,16.55
444,2,CTA Click,2025-03-15,20250315,77.11,80.9,16.55
445,1,Page View,2025-01-30,20250130,43.77,41.09,67.64
446,1,Page View,2025-03-17,20250317,23.75,44.42,28.49
447,1,Page View,2025-03-21,20250321,74.85,44.89,53.4
448,1,Page View,2025-01-12,20250112,30.95,80.86,46.9
448,2,CTA Click,2025-01-20,20250120,30.95,80.86,46.9
448,3,Signup,2025-01-27,20250127,30.95,80.86,46.9
448,4,First Data Connection,2025-02-03,20250203,30.95,80.86,46.9
449,1,Page View,2025-02-07,20250207,83.51,36.78,94.71
449,2,CTA Click,2025-02-08,20250208,83.51,36.78,94.71
450,1,Page View,2025-02-24,20250224,98.44,46.17,28.18
451,1,Page View,2025-01-22,20250122,38.19,52.75,96.63
452,1,Page View,2025-02-08,20250208,81.69,80.13,13.84
453,1,Page View,2025-01-09,20250109,25.0,64.12,87.41
454,1,Page View,2025-02-08,20250208,55.45,10.26,84.59
455,1,Page View,2025-02-16,20250216,85.12,28.51,76.31
456,1,Page View,2025-01-26,20250126,27.28,90.53,14.73
457,1,Page View,2025-03-17,20250317,43.75,94.64,22.2
458,1,Page View,2025-02-16,20250216,45.11,34.96,2.67
458,2,CTA Click,2025-02-21,20250221,45.11,34.96,2.67
459,1,Page View,2025-01-20,20250120,5.33,50.2,23.58
460,1,Page View,2025-02-20,20250220,99.45,37.49,2.82
460,2,CTA Click,2025-02-23,20250223,99.45,37.49,2.82
460,3,Signup,2025-02-24,20250224,99.45,37.49,2.82
460,4,First Data Connection,2025-03-04,20250304,99.45,37.49,2.82
460,5,First Dashboard Created,2025-03-08,20250308,99.45,37.49,2.82
460,6,Features Engagement,2025-03-09,20250309,99.45,37.49,2.82
460,7,Paid Conversion,2025-03-15,20250315,99.45,37.49,2.82
461,1,Page View,2025-02-01,20250201,93.08,83.92,65.0
462,1,Page View,2025-03-16,20250316,79.14,13.76,28.69
463,1,Page View,2025-03-01,20250301,82.98,69.61,13.88
463,2,CTA Click,2025-03-09,20250309,82.98,69.61,13.88
463,3,Signup,2025-03-14,20250314,82.98,69.61,13.88
463,4,First Data Connection,2025-03-18,20250318,82.98,69.61,13.88
463,5,First Dashboard Created,2025-03-26,20250326,82.98,69.61,13.88
463,6,Features Engagement,2025-03-28,20250328,82.98,69.61,13.88
464,1,Page View,2025-01-06,20250106,70.55,44.86,0.53
465,1,Page View,2025-03-26,20250326,7.92,25.59,83.5
465,2,CTA Click,2025-04-02,20250402,7.92,25.59,83.5
465,3,Signup,2025-04-04,20250404,7.92,25.59,83.5
465,4,First Data Connection,2025-04-10,20250410,7.92,25.59,83.5
466,1,Page View,2025-02-02,20250202,54.88,72.72,52.78
467,1,Page View,2025-02-23,20250223,11.12,28.81,30.12
468,1,Page View,2025-03-02,20250302,4.77,41.98,79.39
469,1,Page View,2025-03-06,20250306,45.71,11.09,90.51
470,1,Page View,2025-03-06,20250306,59.67,1.64,51.54
471,1,Page View,2025-01-06,20250106,24.19,14.36,42.92
472,1,Page View,2025-03-01,20250301,61.48,24.06,41.66
472,2,CTA Click,2025-03-05,20250305,61.48,24.06,41.66
473,1,Page View,2025-01-07,20250107,66.44,8.56,97.47
473,2,CTA Click,2025-01-11,20250111,66.44,8.56,97.47
473,3,Signup,2025-01-18,20250118,66.44,8.56,97.47
473,4,First Data Connection,2025-01-25,20250125,66.44,8.56,97.47
473,5,First Dashboard Created,2025-01-27,20250127,66.44,8.56,97.47
474,1,Page View,2025-02-06,20250206,6.77,52.61,50.73
475,1,Page View,2025-02-17,20250217,98.83,55.42,39.05
475,2,CTA Click,2025-02-24,20250224,98.83,55.42,39.05
475,3,Signup,2025-03-02,20250302,98.83,55.42,39.05
476,1,Page View,2025-02-14,20250214,47.01,63.57,98.1
477,1,Page View,2025-03-31,20250331,25.37,1.62,78.85
478,1,Page View,2025-02-08,20250208,34.48,73.29,62.83
479,1,Page View,2025-03-08,20250308,77.15,73.52,33.25
480,1,Page View,2025-01-23,20250123,4.43,54.6,81.35
481,1,Page View,2025-03-02,20250302,17.51,77.91,46.46
481,2,CTA Click,2025-03-06,20250306,17.51,77.91,46.46
482,1,Page View,2025-01-28,20250128,69.54,63.17,81.15
482,2,CTA Click,2025-01-30,20250130,69.54,63.17,81.15
482,3,Signup,2025-02-03,20250203,69.54,63.17,81.15
482,4,First Data Connection,2025-02-09,20250209,69.54,63.17,81.15
482,5,First Dashboard Created,2025-02-10,20250210,69.54,63.17,81.15
483,1,Page View,2025-03-08,20250308,6.31,77.62,45.77
483,2,CTA Click,2025-03-11,20250311,6.31,77.62,45.77
483,3,Signup,2025-03-14,20250314,6.31,77.62,45.77
484,1,Page View,2025-03-30,20250330,29.34,4.38,19.95
484,2,CTA Click,2025-04-04,20250404,29.34,4.38,19.95
484,3,Signup,2025-04-09,20250409,29.34,4.38,19.95
484,4,First Data Connection,2025-04-11,20250411,29.34,4.38,19.95
484,5,First Dashboard Created,2025-04-18,20250418,29.34,4.38,19.95
484,6,Features Engagement,2025-04-23,20250423,29.34,4.38,19.95
485,1,Page View,2025-01-31,20250131,4.19,93.34,51.54
485,2,CTA Click,2025-02-06,20250206,4.19,93.34,51.54
485,3,Signup,2025-02-09,20250209,4.19,93.34,51.54
486,1,Page View,2025-02-24,20250224,98.91,54.3,25.33
487,1,Page View,2025-02-21,20250221,75.33,19.11,35.7
488,1,Page View,2025-03-23,20250323,78.08,86.58,33.19
489,1,Page View,2025-03-27,20250327,12.45,36.8,88.95
489,2,CTA Click,2025-04-01,20250401,12.45,36.8,88.95
490,1,Page View,2025-03-21,20250321,74.33,89.46,38.66
490,2,CTA Click,2025-03-28,20250328,74.33,89.46,38.66
491,1,Page View,2025-01-18,20250118,97.37,49.62,49.75
492,1,Page View,2025-02-28,20250228,92.43,51.93,80.11
493,1,Page View,2025-01-23,20250123,72.71,7.89,60.25
494,1,Page View,2025-03-08,20250308,82.23,54.55,32.12
495,1,Page View,2025-03-24,20250324,8.01,66.09,30.65
496,1,Page View,2025-02-06,20250206,60.26,42.61,68.98
496,2,CTA Click,2025-02-08,20250208,60.26,42.61,68.98
497,1,Page View,2025-01-19,20250119,35.15,4.24,87.0
498,1,Page View,2025-01-02,20250102,35.26,99.82,27.46
499,1,Page View,2025-03-07,20250307,98.0,94.79,7.5
500,1,Page View,2025-02-12,20250212,63.75,36.33,80.11
501,1,Page View,2025-02-01,20250201,67.94,95.28,14.28
502,1,Page View,2025-02-11,20250211,60.76,78.13,3.48
502,2,CTA Click,2025-02-15,20250215,60.76,78.13,3.48
502,3,Signup,2025-02-21,20250221,60.76,78.13,3.48
503,1,Page View,2025-03-14,20250314,6.72,77.85,36.63
504,1,Page View,2025-03-04,20250304,38.29,56.72,60.51
505,1,Page View,2025-02-13,20250213,67.91,94.88,37.2
506,1,Page View,2025-01-24,20250124,76.31,57.39,52.95
506,2,CTA Click,2025-01-30,20250130,76.31,57.39,52.95
506,3,Signup,2025-02-03,20250203,76.31,57.39,52.95
507,1,Page View,2025-03-03,20250303,39.8,64.96,24.96
508,1,Page View,2025-02-08,20250208,11.34,73.57,49.9
509,1,Page View,2025-02-11,20250211,38.7,56.17,26.18
510,1,Page View,2025-03-08,20250308,26.03,44.63,99.64
510,2,CTA Click,2025-03-14,20250314,26.03,44.63,99.64
510,3,Signup,2025-03-19,20250319,26.03,44.63,99.64
510,4,First Data Connection,2025-03-23,20250323,26.03,44.63,99.64
511,1,Page View,2025-03-17,20250317,28.56,91.65,49.12
512,1,Page View,2025-02-10,20250210,12.26,85.28,45.2
513,1,Page View,2025-02-14,20250214,89.87,44.51,8.78
514,1,Page View,2025-01-09,20250109,68.19,84.55,31.96
514,2,CTA Click,2025-01-13,20250113,68.19,84.55,31.96
514,3,Signup,2025-01-20,20250120,68.19,84.55,31.96
515,1,Page View,2025-01-12,20250112,34.74,6.49,54.22
515,2,CTA Click,2025-01-14,20250114,34.74,6.49,54.22
516,1,Page View,2025-01-09,20250109,89.13,85.14,71.18
517,1,Page View,2025-02-19,20250219,92.73,63.77,79.37
517,2,CTA Click,2025-02-24,20250224,92.73,63.77,79.37
518,1,Page View,2025-03-16,20250316,50.88,12.14,20.1
519,1,Page View,2025-03-06,20250306,13.89,79.04,2.63
520,1,Page View,2025-01-15,20250115,55.4,36.89,80.37
521,1,Page View,2025-01-31,20250131,55.16,61.19,8.62
522,1,Page View,2025-01-18,20250118,30.93,99.96,71.89
523,1,Page View,2025-01-01,20250101,52.57,76.92,82.33
523,2,CTA Click,2025-01-06,20250106,52.57,76.92,82.33
523,3,Signup,2025-01-08,20250108,52.57,76.92,82.33
523,4,First Data Connection,2025-01-13,20250113,52.57,76.92,82.33
523,5,First Dashboard Created,2025-01-18,20250118,52.57,76.92,82.33
523,6,Features Engagement,2025-01-23,20250123,52.57,76.92,82.33
524,1,Page View,2025-02-16,20250216,7.38,97.24,64.23
525,1,Page View,2025-02-28,20250228,45.0,68.01,34.45
526,1,Page View,2025-02-23,20250223,87.8,78.03,63.98
527,1,Page View,2025-03-21,20250321,18.2,96.63,43.26
528,1,Page View,2025-01-15,20250115,91.07,5.54,12.42
529,1,Page View,2025-01-15,20250115,15.3,16.47,32.27
530,1,Page View,2025-03-23,20250323,70.93,34.6,94.09
531,1,Page View,2025-01-09,20250109,89.49,84.59,25.06
532,1,Page View,2025-01-18,20250118,63.51,55.08,12.52
533,1,Page View,2025-03-09,20250309,30.28,53.35,50.26
534,1,Page View,2025-02-24,20250224,16.86,94.16,15.42
535,1,Page View,2025-02-04,20250204,65.87,72.06,60.51
535,2,CTA Click,2025-02-06,20250206,65.87,72.06,60.51
536,1,Page View,2025-03-29,20250329,84.25,56.36,82.52
537,1,Page View,2025-03-23,20250323,2.84,4.55,64.15
